Age,RemoteWork,EdLevel,YearsCodePro,Country,Industry,Salary
25-34 years old,Hybrid,Master’s degree,3.0,Australia,"IT, Software Development, Technology",95851.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Other,130000.0
25-34 years old,Remote,Bachelor’s degree,11.0,United States,Financial Services,187000.0
35-44 years old,Hybrid,Post grad,7.0,United States,Higher Education,140000.0
45-54 years old,Hybrid,Bachelor’s degree,25.0,United States,"Manufacturing, Transportation, Supply",165000.0
35-44 years old,Hybrid,Bachelor’s degree,18.0,United States,Other,90000.0
25-34 years old,Hybrid,Post grad,1.0,Spain,Other,39623.0
25-34 years old,Remote,Bachelor’s degree,7.0,Canada,Financial Services,111527.0
35-44 years old,Remote,Less than a Bachelors,12.0,United States,Advertising Services,245000.0
45-54 years old,Hybrid,Bachelor’s degree,30.0,United States,"Manufacturing, Transportation, Supply",200000.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,Higher Education,180000.0
55-64 years old,Hybrid,Bachelor’s degree,38.0,United States,Retail and Consumer Services,150000.0
25-34 years old,Hybrid,Bachelor’s degree,0.5,United States,Insurance,44000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",167000.0
35-44 years old,Remote,Bachelor’s degree,4.0,United States,Advertising Services,180000.0
35-44 years old,Hybrid,Less than a Bachelors,15.0,Australia,"IT, Software Development, Technology",99156.0
25-34 years old,In-person,Bachelor’s degree,9.0,Brazil,Financial Services,152157.0
25-34 years old,Hybrid,Master’s degree,5.0,United States,Financial Services,205700.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Hybrid,Master’s degree,4.0,United States,"Manufacturing, Transportation, Supply",135000.0
35-44 years old,Remote,Less than a Bachelors,14.0,United States,Financial Services,189000.0
35-44 years old,Remote,Less than a Bachelors,11.0,Canada,Retail and Consumer Services,96657.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,Financial Services,125000.0
35-44 years old,Hybrid,Bachelor’s degree,7.0,United States,"IT, Software Development, Technology",250000.0
45-54 years old,Remote,Less than a Bachelors,30.0,Canada,"IT, Software Development, Technology",89222.0
25-34 years old,Remote,Less than a Bachelors,2.0,Russian,Financial Services,60000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",195000.0
35-44 years old,In-person,Master’s degree,12.0,India,"IT, Software Development, Technology",121169.0
45-54 years old,In-person,Post grad,31.0,Australia,"Manufacturing, Transportation, Supply",126919.0
45-54 years old,Hybrid,Less than a Bachelors,30.0,United States,"IT, Software Development, Technology",170000.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Healthcare,150000.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,"Manufacturing, Transportation, Supply",93000.0
25-34 years old,Remote,Bachelor’s degree,14.0,Brazil,Other,175000.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,"Manufacturing, Transportation, Supply",120000.0
25-34 years old,Hybrid,Master’s degree,3.0,Australia,Healthcare,52883.0
25-34 years old,Hybrid,Master’s degree,4.0,France,Other,36732.0
35-44 years old,Remote,Master’s degree,7.0,Australia,Legal Services,112377.0
35-44 years old,Hybrid,Master’s degree,8.0,Canada,"Manufacturing, Transportation, Supply",92939.0
45-54 years old,Hybrid,Bachelor’s degree,23.0,United States,Other,145000.0
45-54 years old,Remote,Bachelor’s degree,23.0,United States,Legal Services,205000.0
35-44 years old,Hybrid,Bachelor’s degree,13.0,United States,"IT, Software Development, Technology",230000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,Spain,Insurance,48190.0
45-54 years old,Remote,Master’s degree,25.0,United States,Healthcare,121000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",141000.0
25-34 years old,Remote,Less than a Bachelors,0.5,Canada,"IT, Software Development, Technology",40150.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,"Manufacturing, Transportation, Supply",184000.0
35-44 years old,Remote,Bachelor’s degree,10.0,United States,Retail and Consumer Services,170000.0
45-54 years old,Hybrid,Bachelor’s degree,21.0,United States,"Manufacturing, Transportation, Supply",145000.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,United States,Financial Services,240000.0
45-54 years old,In-person,Bachelor’s degree,25.0,United States,Healthcare,200000.0
35-44 years old,Hybrid,Bachelor’s degree,7.0,Brazil,Financial Services,60863.0
18-24 years old,Hybrid,Bachelor’s degree,2.0,Australia,"IT, Software Development, Technology",59494.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United States,Other,100000.0
55-64 years old,Remote,Bachelor’s degree,2.0,United States,Healthcare,51000.0
45-54 years old,Hybrid,Bachelor’s degree,28.0,India,"IT, Software Development, Technology",78760.0
25-34 years old,Remote,Less than a Bachelors,5.0,United States,Financial Services,200000.0
35-44 years old,Hybrid,Master’s degree,14.0,Brazil,Financial Services,83991.0
25-34 years old,Remote,Less than a Bachelors,2.0,United States,"IT, Software Development, Technology",100000.0
35-44 years old,In-person,Master’s degree,8.0,United States,"IT, Software Development, Technology",140000.0
25-34 years old,Hybrid,Less than a Bachelors,5.0,Canada,Other,57994.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,"IT, Software Development, Technology",149700.0
25-34 years old,In-person,Bachelor’s degree,8.0,United Kingdom,"IT, Software Development, Technology",148966.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,United States,Other,130000.0
25-34 years old,Remote,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Remote,Bachelor’s degree,6.0,Canada,"Manufacturing, Transportation, Supply",84017.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,United States,"Manufacturing, Transportation, Supply",200000.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United States,Financial Services,250000.0
35-44 years old,Remote,Bachelor’s degree,10.0,United States,Insurance,110000.0
35-44 years old,Hybrid,Bachelor’s degree,5.0,Australia,"IT, Software Development, Technology",79325.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,Financial Services,140000.0
35-44 years old,Hybrid,Master’s degree,11.0,United States,"IT, Software Development, Technology",250000.0
35-44 years old,Remote,Less than a Bachelors,26.0,United States,Financial Services,184000.0
25-34 years old,In-person,Master’s degree,4.0,Norway,Other,55047.0
35-44 years old,Hybrid,Master’s degree,20.0,United States,"IT, Software Development, Technology",175000.0
18-24 years old,In-person,Bachelor’s degree,2.0,Canada,Other,55020.0
35-44 years old,Hybrid,Bachelor’s degree,3.0,Canada,"Manufacturing, Transportation, Supply",66173.0
25-34 years old,Remote,Bachelor’s degree,8.0,Canada,Higher Education,54277.0
35-44 years old,Remote,Master’s degree,18.0,United States,"IT, Software Development, Technology",159271.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,Healthcare,200000.0
35-44 years old,Hybrid,Less than a Bachelors,17.0,Australia,Advertising Services,132208.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,Canada,"IT, Software Development, Technology",96657.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,"Manufacturing, Transportation, Supply",180000.0
18-24 years old,Hybrid,Bachelor’s degree,5.0,Canada,"IT, Software Development, Technology",74351.0
35-44 years old,Hybrid,Master’s degree,8.0,Finland,Retail and Consumer Services,77640.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,"IT, Software Development, Technology",150000.0
18-24 years old,Remote,Less than a Bachelors,3.0,United States,"IT, Software Development, Technology",140000.0
55-64 years old,Remote,Bachelor’s degree,20.0,Australia,"IT, Software Development, Technology",66104.0
25-34 years old,Hybrid,Bachelor’s degree,9.0,Australia,Other,83952.0
35-44 years old,Remote,Less than a Bachelors,16.0,United States,"IT, Software Development, Technology",250000.0
35-44 years old,Remote,Bachelor’s degree,11.0,United States,Financial Services,200000.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",125000.0
45-54 years old,Hybrid,Post grad,24.0,United States,"Manufacturing, Transportation, Supply",130000.0
35-44 years old,Remote,Less than a Bachelors,5.0,United States,"IT, Software Development, Technology",165000.0
35-44 years old,In-person,Less than a Bachelors,13.0,Australia,Financial Services,92545.0
35-44 years old,Hybrid,Less than a Bachelors,16.0,Canada,Wholesale,81787.0
35-44 years old,Remote,Master’s degree,15.0,India,"IT, Software Development, Technology",47862.0
25-34 years old,Hybrid,Master’s degree,7.0,United States,"Manufacturing, Transportation, Supply",133000.0
35-44 years old,Remote,Bachelor’s degree,22.0,United States,"IT, Software Development, Technology",195000.0
55-64 years old,Hybrid,Less than a Bachelors,33.0,United States,"IT, Software Development, Technology",185000.0
25-34 years old,Remote,Bachelor’s degree,21.0,Canada,"IT, Software Development, Technology",163573.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Other,162000.0
45-54 years old,Remote,Bachelor’s degree,22.0,Australia,"IT, Software Development, Technology",165260.0
25-34 years old,Hybrid,Master’s degree,8.0,India,Healthcare,24234.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,Australia,Healthcare,46273.0
55-64 years old,Remote,Bachelor’s degree,37.0,United States,Financial Services,200000.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,"IT, Software Development, Technology",170000.0
45-54 years old,Remote,Bachelor’s degree,26.0,United States,Financial Services,175000.0
45-54 years old,Hybrid,Bachelor’s degree,20.0,United States,Insurance,123000.0
35-44 years old,Remote,Bachelor’s degree,12.0,United States,"IT, Software Development, Technology",225000.0
35-44 years old,Remote,Less than a Bachelors,14.0,United States,Healthcare,186000.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",110800.0
35-44 years old,Remote,Master’s degree,11.0,Canada,Financial Services,126397.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,"IT, Software Development, Technology",175000.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United States,Retail and Consumer Services,250000.0
35-44 years old,Remote,Bachelor’s degree,5.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,United States,"Manufacturing, Transportation, Supply",145000.0
35-44 years old,Remote,Bachelor’s degree,12.0,Canada,Retail and Consumer Services,104092.0
35-44 years old,Remote,Bachelor’s degree,6.0,Canada,"IT, Software Development, Technology",63199.0
25-34 years old,Remote,Bachelor’s degree,4.0,Canada,"Manufacturing, Transportation, Supply",54277.0
45-54 years old,Hybrid,Bachelor’s degree,25.0,United States,"IT, Software Development, Technology",230000.0
35-44 years old,Remote,Bachelor’s degree,20.0,United States,Higher Education,250000.0
35-44 years old,Hybrid,Bachelor’s degree,19.0,Australia,Insurance,115682.0
25-34 years old,Remote,Less than a Bachelors,1.0,United States,"IT, Software Development, Technology",90000.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,Canada,Other,66916.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",230000.0
25-34 years old,Remote,Bachelor’s degree,8.0,Canada,"IT, Software Development, Technology",111527.0
35-44 years old,Remote,Less than a Bachelors,4.0,Canada,"IT, Software Development, Technology",66173.0
35-44 years old,Hybrid,Bachelor’s degree,19.0,United States,"IT, Software Development, Technology",240000.0
45-54 years old,Remote,Bachelor’s degree,10.0,United States,Higher Education,45000.0
35-44 years old,Remote,Less than a Bachelors,19.0,United States,Healthcare,190000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United States,Financial Services,148000.0
35-44 years old,In-person,Bachelor’s degree,17.0,United States,"IT, Software Development, Technology",250000.0
18-24 years old,Remote,Bachelor’s degree,2.0,Canada,Other,96657.0
45-54 years old,Hybrid,Less than a Bachelors,27.0,Canada,"Manufacturing, Transportation, Supply",96657.0
35-44 years old,Hybrid,Bachelor’s degree,21.0,United States,Insurance,171282.0
55-64 years old,Hybrid,Bachelor’s degree,30.0,United States,Financial Services,200000.0
18-24 years old,Hybrid,Bachelor’s degree,6.0,United States,Wholesale,69000.0
25-34 years old,Hybrid,Master’s degree,6.0,United States,Other,98000.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,Financial Services,202000.0
25-34 years old,Hybrid,Master’s degree,8.0,United States,Healthcare,150000.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,Hybrid,Master’s degree,7.0,Canada,Higher Education,66916.0
35-44 years old,Hybrid,Master’s degree,11.0,Germany,Higher Education,68537.0
25-34 years old,Hybrid,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",155000.0
35-44 years old,Hybrid,Less than a Bachelors,25.0,United States,"IT, Software Development, Technology",135000.0
35-44 years old,Remote,Less than a Bachelors,11.0,United States,Other,135000.0
45-54 years old,In-person,Master’s degree,29.0,Russian,Other,61878.0
25-34 years old,Hybrid,Master’s degree,3.0,India,"IT, Software Development, Technology",19387.0
55-64 years old,In-person,Bachelor’s degree,41.0,Canada,"IT, Software Development, Technology",104092.0
35-44 years old,Hybrid,Bachelor’s degree,24.0,United States,Other,185000.0
25-34 years old,In-person,Less than a Bachelors,13.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,In-person,Master’s degree,7.0,United States,Financial Services,190000.0
25-34 years old,Remote,Less than a Bachelors,9.0,United States,Other,200000.0
45-54 years old,Remote,Less than a Bachelors,29.0,Canada,"IT, Software Development, Technology",184392.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,Australia,Financial Services,171870.0
45-54 years old,Remote,Less than a Bachelors,23.0,Canada,"IT, Software Development, Technology",103348.0
35-44 years old,Remote,Less than a Bachelors,18.0,Brazil,"IT, Software Development, Technology",30188.0
18-24 years old,In-person,Bachelor’s degree,3.0,United States,Healthcare,170000.0
25-34 years old,Remote,Bachelor’s degree,6.0,Portugal,Financial Services,58899.0
35-44 years old,Hybrid,Bachelor’s degree,20.0,United States,"IT, Software Development, Technology",150000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United Kingdom,Advertising Services,124138.0
25-34 years old,Remote,Bachelor’s degree,8.0,Australia,Other,118987.0
55-64 years old,Remote,Less than a Bachelors,34.0,United States,Financial Services,100000.0
35-44 years old,Hybrid,Master’s degree,22.0,United States,Retail and Consumer Services,150000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",165000.0
25-34 years old,In-person,Bachelor’s degree,4.0,Canada,Insurance,55020.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,Other,92000.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,Financial Services,210000.0
35-44 years old,Hybrid,Master’s degree,12.0,United States,Higher Education,85000.0
18-24 years old,Hybrid,Bachelor’s degree,1.0,United States,Retail and Consumer Services,160000.0
45-54 years old,In-person,Less than a Bachelors,20.0,United States,Retail and Consumer Services,120000.0
45-54 years old,Hybrid,Master’s degree,25.0,United States,Other,180000.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",250000.0
25-34 years old,Remote,Bachelor’s degree,10.0,Canada,"IT, Software Development, Technology",185879.0
35-44 years old,Remote,Bachelor’s degree,10.0,Canada,"IT, Software Development, Technology",130115.0
25-34 years old,In-person,Bachelor’s degree,5.0,United States,Other,107000.0
25-34 years old,Remote,Less than a Bachelors,3.0,Australia,"IT, Software Development, Technology",105766.0
55-64 years old,Remote,Bachelor’s degree,35.0,Australia,"Manufacturing, Transportation, Supply",118987.0
35-44 years old,Hybrid,Master’s degree,17.0,United States,Financial Services,180000.0
35-44 years old,Remote,Bachelor’s degree,21.0,United States,"IT, Software Development, Technology",225000.0
35-44 years old,Remote,Less than a Bachelors,13.0,Australia,"IT, Software Development, Technology",104114.0
35-44 years old,Remote,Master’s degree,6.0,Canada,"IT, Software Development, Technology",102605.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Canada,"IT, Software Development, Technology",107810.0
25-34 years old,Hybrid,Bachelor’s degree,4.0,United States,"IT, Software Development, Technology",160000.0
35-44 years old,Remote,Less than a Bachelors,15.0,Canada,Healthcare,92939.0
25-34 years old,In-person,Master’s degree,10.0,United States,"Manufacturing, Transportation, Supply",100000.0
35-44 years old,Remote,Less than a Bachelors,20.0,United States,Other,165000.0
35-44 years old,Hybrid,Post grad,12.0,United States,Other,140000.0
35-44 years old,Remote,Bachelor’s degree,10.0,Canada,Other,89222.0
45-54 years old,Remote,Post grad,25.0,United States,Other,140000.0
35-44 years old,Remote,Less than a Bachelors,17.0,Canada,"IT, Software Development, Technology",78069.0
25-34 years old,Remote,Master’s degree,4.0,United States,"IT, Software Development, Technology",77000.0
35-44 years old,Remote,Bachelor’s degree,18.0,United States,Financial Services,220000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,United States,"IT, Software Development, Technology",125000.0
35-44 years old,Remote,Less than a Bachelors,17.0,United States,Insurance,135000.0
25-34 years old,Hybrid,Master’s degree,10.0,United States,"IT, Software Development, Technology",93000.0
55-64 years old,Hybrid,Post grad,35.0,United States,Other,175000.0
35-44 years old,Hybrid,Bachelor’s degree,12.0,France,Advertising Services,68537.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,India,"IT, Software Development, Technology",121169.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,Other,149000.0
45-54 years old,In-person,Master’s degree,29.0,Russian,"IT, Software Development, Technology",17326.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,Germany,"IT, Software Development, Technology",53545.0
35-44 years old,Hybrid,Master’s degree,11.0,Canada,"IT, Software Development, Technology",81787.0
25-34 years old,Remote,Bachelor’s degree,8.0,India,"IT, Software Development, Technology",30292.0
35-44 years old,Hybrid,Master’s degree,23.0,United States,"IT, Software Development, Technology",175000.0
45-54 years old,In-person,Less than a Bachelors,24.0,United States,"IT, Software Development, Technology",95000.0
35-44 years old,Hybrid,Bachelor’s degree,4.0,United States,Healthcare,80000.0
25-34 years old,Hybrid,Master’s degree,10.0,United States,Healthcare,203000.0
25-34 years old,Remote,Less than a Bachelors,4.0,United States,Financial Services,141000.0
55-64 years old,Remote,Bachelor’s degree,42.0,United States,Other,154000.0
35-44 years old,Remote,Bachelor’s degree,19.0,United States,Higher Education,225000.0
25-34 years old,Hybrid,Less than a Bachelors,3.0,United Kingdom,"IT, Software Development, Technology",111724.0
25-34 years old,Remote,Bachelor’s degree,12.0,Australia,"IT, Software Development, Technology",118987.0
25-34 years old,Hybrid,Less than a Bachelors,10.0,United States,"IT, Software Development, Technology",175000.0
35-44 years old,Remote,Master’s degree,6.0,United States,Financial Services,187000.0
25-34 years old,Hybrid,Master’s degree,4.0,United States,"IT, Software Development, Technology",90000.0
35-44 years old,Remote,Bachelor’s degree,22.0,Canada,Financial Services,104092.0
55-64 years old,Hybrid,Bachelor’s degree,23.0,Canada,"IT, Software Development, Technology",126397.0
35-44 years old,Remote,Master’s degree,14.0,United States,Healthcare,190000.0
25-34 years old,Remote,Bachelor’s degree,10.0,United States,Retail and Consumer Services,162000.0
25-34 years old,Remote,Less than a Bachelors,16.0,United States,Other,160000.0
35-44 years old,Remote,Bachelor’s degree,16.0,United States,"Manufacturing, Transportation, Supply",200000.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Other,150000.0
35-44 years old,Remote,Bachelor’s degree,14.0,United States,Insurance,222200.0
25-34 years old,Remote,Bachelor’s degree,7.0,United States,Healthcare,150000.0
25-34 years old,Hybrid,Master’s degree,10.0,Australia,"IT, Software Development, Technology",152039.0
25-34 years old,Remote,Less than a Bachelors,7.0,United States,Retail and Consumer Services,135000.0
18-24 years old,Hybrid,Bachelor’s degree,3.0,United States,Financial Services,120000.0
25-34 years old,In-person,Master’s degree,10.0,India,"IT, Software Development, Technology",48468.0
18-24 years old,In-person,Bachelor’s degree,0.5,United States,Healthcare,86000.0
25-34 years old,Remote,Post grad,4.0,Canada,"IT, Software Development, Technology",118962.0
45-54 years old,Remote,Less than a Bachelors,23.0,United States,"IT, Software Development, Technology",98000.0
25-34 years old,Hybrid,Master’s degree,7.0,Austria,Financial Services,80317.0
35-44 years old,Remote,Master’s degree,12.0,United States,Other,140000.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,Australia,"IT, Software Development, Technology",85935.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,France,"IT, Software Development, Technology",25701.0
25-34 years old,Remote,Bachelor’s degree,6.0,India,"IT, Software Development, Technology",21205.0
45-54 years old,Remote,Bachelor’s degree,18.0,United States,Insurance,145000.0
35-44 years old,Hybrid,Less than a Bachelors,5.0,United States,Financial Services,250000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,United States,Financial Services,230000.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,Financial Services,170000.0
25-34 years old,Hybrid,Bachelor’s degree,0.5,United States,"IT, Software Development, Technology",110000.0
35-44 years old,Hybrid,Master’s degree,15.0,France,Healthcare,67466.0
25-34 years old,In-person,Less than a Bachelors,0.5,Australia,"IT, Software Development, Technology",66104.0
35-44 years old,Remote,Less than a Bachelors,15.0,United States,Insurance,160000.0
35-44 years old,Hybrid,Bachelor’s degree,22.0,Australia,"IT, Software Development, Technology",85935.0
45-54 years old,In-person,Bachelor’s degree,2.0,Australia,"Manufacturing, Transportation, Supply",83952.0
25-34 years old,Remote,Bachelor’s degree,8.0,United States,"IT, Software Development, Technology",218000.0
35-44 years old,Hybrid,Master’s degree,16.0,India,Other,30292.0
35-44 years old,Hybrid,Bachelor’s degree,11.0,Australia,"IT, Software Development, Technology",185091.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",200000.0
25-34 years old,Hybrid,Bachelor’s degree,10.0,United States,Other,180000.0
25-34 years old,Hybrid,Master’s degree,5.0,United States,"IT, Software Development, Technology",163000.0
45-54 years old,Hybrid,Master’s degree,26.0,Canada,Legal Services,148703.0
25-34 years old,Hybrid,Bachelor’s degree,8.0,India,"IT, Software Development, Technology",40713.0
35-44 years old,Remote,Master’s degree,7.0,United States,Retail and Consumer Services,209000.0
25-34 years old,Remote,Bachelor’s degree,2.0,United States,Other,118000.0
45-54 years old,Hybrid,Less than a Bachelors,25.0,United States,"Manufacturing, Transportation, Supply",130000.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Financial Services,165000.0
25-34 years old,Remote,Less than a Bachelors,12.0,Canada,"IT, Software Development, Technology",148703.0
35-44 years old,Remote,Bachelor’s degree,6.0,United States,"IT, Software Development, Technology",160000.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,"IT, Software Development, Technology",225000.0
35-44 years old,In-person,Bachelor’s degree,20.0,Switzerland,"Manufacturing, Transportation, Supply",110216.0
35-44 years old,In-person,Bachelor’s degree,17.0,United States,Other,185000.0
45-54 years old,Hybrid,Bachelor’s degree,28.0,Australia,Other,109071.0
25-34 years old,In-person,Bachelor’s degree,5.0,Austria,"Manufacturing, Transportation, Supply",69608.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,"IT, Software Development, Technology",160000.0
35-44 years old,Remote,Post grad,10.0,United States,"IT, Software Development, Technology",250000.0
25-34 years old,Hybrid,Bachelor’s degree,12.0,United States,"IT, Software Development, Technology",220000.0
25-34 years old,In-person,Less than a Bachelors,6.0,Denmark,"IT, Software Development, Technology",94898.0
35-44 years old,Remote,Bachelor’s degree,15.0,United States,"Manufacturing, Transportation, Supply",145000.0
25-34 years old,In-person,Master’s degree,9.0,India,"IT, Software Development, Technology",18175.0
25-34 years old,Remote,Master’s degree,5.0,United States,Healthcare,97000.0
25-34 years old,Remote,Post grad,3.0,United States,"IT, Software Development, Technology",200000.0
35-44 years old,Hybrid,Bachelor’s degree,13.0,United States,Advertising Services,130000.0
25-34 years old,Remote,Less than a Bachelors,7.0,Germany,"IT, Software Development, Technology",69608.0
35-44 years old,Hybrid,Less than a Bachelors,13.0,United Kingdom,Other,111724.0
45-54 years old,Hybrid,Post grad,19.0,Canada,Higher Education,59481.0
35-44 years old,Remote,Bachelor’s degree,18.0,Australia,"IT, Software Development, Technology",118987.0
35-44 years old,Remote,Master’s degree,15.0,Netherlands,Financial Services,128507.0
25-34 years old,Remote,Bachelor’s degree,4.0,United States,"Manufacturing, Transportation, Supply",135000.0
18-24 years old,Hybrid,Less than a Bachelors,3.0,Canada,Financial Services,96657.0
25-34 years old,Remote,Master’s degree,8.0,Canada,Advertising Services,85504.0
25-34 years old,Remote,Master’s degree,4.0,Finland,Financial Services,69608.0
25-34 years old,Hybrid,Bachelor’s degree,3.0,United States,Insurance,120000.0
25-34 years old,Hybrid,Bachelor’s degree,17.0,United States,Other,181000.0
35-44 years old,Remote,Bachelor’s degree,11.0,United States,"IT, Software Development, Technology",135000.0
35-44 years old,Remote,Master’s degree,9.0,Germany,"Manufacturing, Transportation, Supply",74963.0
25-34 years old,Remote,Bachelor’s degree,9.0,United States,Healthcare,167000.0
35-44 years old,Hybrid,Bachelor’s degree,15.0,Sweden,Healthcare,62656.0
18-24 years old,Hybrid,Master’s degree,0.5,United States,"IT, Software Development, Technology",238000.0
25-34 years old,Hybrid,Less than a Bachelors,13.0,Switzerland,"IT, Software Development, Technology",132260.0
25-34 years old,In-person,Master’s degree,3.0,Austria,"IT, Software Development, Technology",59970.0
35-44 years old,Hybrid,Less than a Bachelors,5.0,Norway,Healthcare,72490.0
45-54 years old,Hybrid,Master’s degree,23.0,United States,"IT, Software Development, Technology",103500.0
25-34 years old,Remote,Less than a Bachelors,7.0,United Kingdom,Other,74483.0
25-34 years old,Remote,Less than a Bachelors,0.5,United Kingdom,Insurance,37241.0
45-54 years old,Remote,Bachelor’s degree,23.0,Norway,Other,79739.0
25-34 years old,Hybrid,Bachelor’s degree,2.0,Sweden,Retail and Consumer Services,36488.0
25-34 years old,Remote,Bachelor’s degree,4.0,Poland,Other,47852.0
35-44 years old,Hybrid,Master’s degree,16.0,Germany,"IT, Software Development, Technology",85672.0
45-54 years old,Remote,Less than a Bachelors,28.0,Sweden,"IT, Software Development, Technology",70765.0
45-54 years old,Hybrid,Bachelor’s degree,20.0,United States,Retail and Consumer Services,120000.0
35-44 years old,In-person,Master’s degree,12.0,Austria,"IT, Software Development, Technology",104948.0
45-54 years old,Remote,Bachelor’s degree,20.0,United States,Other,148000.0
25-34 years old,Hybrid,Bachelor’s degree,7.0,India,"IT, Software Development, Technology",32716.0
35-44 years old,Remote,Bachelor’s degree,8.0,United States,Other,210000.0
25-34 years old,Remote,Bachelor’s degree,3.0,United States,Other,115000.0
25-34 years old,Remote,Bachelor’s degree,6.0,United States,Healthcare,165000.0
25-34 years old,Hybrid,Bachelor’s degree,5.0,India,"IT, Software Development, Technology",10905.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,India,"IT, Software Development, Technology",18175.0
45-54 years old,Hybrid,Bachelor’s degree,20.0,Israel,Financial Services,133640.0
25-34 years old,In-person,Master’s degree,11.0,Switzerland,Healthcare,132260.0
18-24 years old,Hybrid,Bachelor’s degree,0.5,Australia,Insurance,50900.0
25-34 years old,Hybrid,Bachelor’s degree,1.0,Switzerland,"Manufacturing, Transportation, Supply",101735.0
35-44 years old,Hybrid,Master’s degree,7.0,Austria,"Manufacturing, Transportation, Supply",76822.0
45-54 years old,Remote,Less than a Bachelors,22.0,France,Insurance,83530.0
35-44 years old,Hybrid,Bachelor’s degree,13.0,United States,"IT, Software Development, Technology",140000.0
25-34 years old,In-person,Master’s degree,7.0,Norway,Healthcare,72490.0
45-54 years old,Hybrid,Master’s degree,20.0,United States,Healthcare,125000.0
45-54 years old,Remote,Bachelor’s degree,25.0,United States,Healthcare,150000.0
45-54 years old,In-person,Bachelor’s degree,26.0,United States,"IT, Software Development, Technology",194000.0
25-34 years old,Remote,Master’s degree,11.0,India,Other,121169.0
25-34 years old,Hybrid,Bachelor’s degree,6.0,India,"IT, Software Development, Technology",12117.0
35-44 years old,Hybrid,Bachelor’s degree,10.0,Poland,Insurance,43067.0
